"date","geography","geography code","Rural Urban","Bedrooms: All categories: Number of bedrooms; measures: Value","Bedrooms: No bedrooms; measures: Value","Bedrooms: 1 bedroom; measures: Value","Bedrooms: 2 bedrooms; measures: Value","Bedrooms: 3 bedrooms; measures: Value","Bedrooms: 4 bedrooms; measures: Value","Bedrooms: 5 or more bedrooms; measures: Value"
"2011","E00004806","E00004806","Total",124,2,46,55,16,4,1
"2011","E00004810","E00004810","Total",126,0,11,55,46,7,7
"2011","E00004811","E00004811","Total",122,0,27,53,26,8,8
"2011","E00004842","E00004842","Total",116,1,32,45,26,7,5
"2011","E00004843","E00004843","Total",110,1,30,53,17,4,5
"2011","E00004844","E00004844","Total",139,1,59,48,19,10,2
"2011","E00004845","E00004845","Total",131,2,59,38,25,6,1
"2011","E00004846","E00004846","Total",127,0,37,52,29,7,2
"2011","E00004847","E00004847","Total",137,3,69,55,8,2,0
"2011","E00004786","E00004786","Total",107,1,37,49,15,5,0
"2011","E00004788","E00004788","Total",125,3,49,41,25,7,0
"2011","E00004789","E00004789","Total",87,1,53,26,6,1,0
"2011","E00004790","E00004790","Total",130,2,56,37,16,10,9
"2011","E00004796","E00004796","Total",132,1,48,55,14,9,5
"2011","E00004797","E00004797","Total",143,2,45,67,21,6,2
"2011","E00004809","E00004809","Total",117,0,17,41,28,25,6
"2011","E00004777","E00004777","Total",115,0,17,82,9,7,0
"2011","E00004781","E00004781","Total",134,3,34,53,35,5,4
"2011","E00004794","E00004794","Total",198,1,19,64,63,37,14
"2011","E00004805","E00004805","Total",96,0,35,42,12,7,0
"2011","E00004807","E00004807","Total",109,1,37,34,29,7,1
"2011","E00004778","E00004778","Total",105,0,11,56,24,6,8
"2011","E00004779","E00004779","Total",142,0,15,45,67,7,8
"2011","E00004780","E00004780","Total",124,2,21,67,18,11,5
"2011","E00004782","E00004782","Total",114,0,6,42,42,13,11
"2011","E00004808","E00004808","Total",93,0,12,17,30,25,9
"2011","E00174677","E00174677","Total",160,0,48,70,40,1,1
"2011","E00174678","E00174678","Total",113,0,26,64,13,6,4
"2011","E00004771","E00004771","Total",117,0,8,29,20,17,43
"2011","E00004772","E00004772","Total",124,0,26,47,28,12,11
"2011","E00004773","E00004773","Total",133,2,55,43,22,4,7
"2011","E00004783","E00004783","Total",124,0,12,50,32,19,11
"2011","E00004784","E00004784","Total",121,2,21,45,30,15,8
"2011","E00004215","E00004215","Total",129,0,31,53,17,16,12
"2011","E00004218","E00004218","Total",131,1,32,36,38,19,5
"2011","E00004220","E00004220","Total",87,0,39,29,16,0,3
"2011","E00004221","E00004221","Total",111,0,54,25,17,12,3
"2011","E00004222","E00004222","Total",109,1,52,31,10,9,6
"2011","E00004226","E00004226","Total",119,0,16,36,22,29,16
"2011","E00004206","E00004206","Total",127,0,41,33,44,7,2
"2011","E00004208","E00004208","Total",125,1,48,25,44,4,3
"2011","E00004209","E00004209","Total",113,0,33,31,38,9,2
"2011","E00004213","E00004213","Total",167,0,45,47,43,29,3
"2011","E00004214","E00004214","Total",243,1,95,88,41,18,0
"2011","E00004216","E00004216","Total",146,0,45,46,30,7,18
"2011","E00004217","E00004217","Total",141,2,59,58,17,2,3
"2011","E00004224","E00004224","Total",147,0,71,33,30,10,3
"2011","E00004228","E00004228","Total",107,2,49,19,20,13,4
"2011","E00004231","E00004231","Total",142,1,38,34,24,31,14
"2011","E00004233","E00004233","Total",124,0,41,43,31,6,3
"2011","E00004201","E00004201","Total",144,1,44,61,26,5,7
"2011","E00004202","E00004202","Total",160,13,144,1,0,2,0
"2011","E00004227","E00004227","Total",145,0,71,39,16,10,9
"2011","E00004232","E00004232","Total",132,4,89,17,14,5,3
"2011","E00004239","E00004239","Total",111,4,42,34,22,6,3
"2011","E00004242","E00004242","Total",105,4,68,19,6,1,7
"2011","E00004204","E00004204","Total",149,1,49,78,13,6,2
"2011","E00004229","E00004229","Total",174,0,71,80,16,7,0
"2011","E00004234","E00004234","Total",124,1,60,22,12,26,3
"2011","E00004238","E00004238","Total",126,0,16,60,38,10,2
"2011","E00004241","E00004241","Total",133,4,27,39,26,17,20
"2011","E00004243","E00004243","Total",110,3,28,16,16,29,18
"2011","E00004207","E00004207","Total",128,1,26,38,41,21,1
"2011","E00004210","E00004210","Total",126,0,34,61,21,10,0
"2011","E00004211","E00004211","Total",124,0,52,19,33,14,6
"2011","E00004212","E00004212","Total",134,1,30,53,37,8,5
"2011","E00004223","E00004223","Total",116,0,32,46,27,7,4
"2011","E00004219","E00004219","Total",190,1,108,55,16,5,5
"2011","E00004230","E00004230","Total",130,1,48,56,14,9,2
"2011","E00004236","E00004236","Total",150,4,59,42,28,11,6
"2011","E00004237","E00004237","Total",123,1,44,58,16,2,2
"2011","E00004240","E00004240","Total",136,0,49,32,26,20,9
"2011","E00004732","E00004732","Total",124,0,22,14,68,16,4
"2011","E00004733","E00004733","Total",131,1,75,43,8,3,1
"2011","E00004735","E00004735","Total",136,3,42,89,2,0,0
"2011","E00004736","E00004736","Total",130,1,62,54,6,3,4
"2011","E00004738","E00004738","Total",113,0,11,52,33,14,3
"2011","E00004739","E00004739","Total",131,0,17,106,5,1,2
"2011","E00004740","E00004740","Total",99,0,3,54,41,1,0
"2011","E00004741","E00004741","Total",132,0,38,57,32,5,0
"2011","E00004742","E00004742","Total",185,1,62,73,37,8,4
"2011","E00004750","E00004750","Total",144,0,43,34,56,8,3
"2011","E00174649","E00174649","Total",108,1,19,34,26,8,20
"2011","E00174666","E00174666","Total",80,1,42,27,7,3,0
"2011","E00174667","E00174667","Total",87,2,26,26,17,9,7
"2011","E00004743","E00004743","Total",136,0,9,34,73,18,2
"2011","E00004745","E00004745","Total",127,3,61,17,27,16,3
"2011","E00004746","E00004746","Total",152,5,51,88,7,1,0
"2011","E00004747","E00004747","Total",132,0,30,58,38,5,1
"2011","E00004748","E00004748","Total",151,4,38,58,42,7,2
"2011","E00004606","E00004606","Total",169,0,62,49,41,15,2
"2011","E00004608","E00004608","Total",133,0,38,40,41,10,4
"2011","E00004637","E00004637","Total",121,1,68,23,28,1,0
"2011","E00004642","E00004642","Total",130,2,30,69,27,0,2
"2011","E00004644","E00004644","Total",132,0,21,25,74,11,1
"2011","E00004607","E00004607","Total",132,5,96,30,1,0,0
"2011","E00004609","E00004609","Total",221,3,117,65,33,2,1
"2011","E00004610","E00004610","Total",123,1,44,48,23,7,0
"2011","E00004611","E00004611","Total",157,11,135,8,2,1,0
"2011","E00004640","E00004640","Total",146,2,44,56,39,5,0
"2011","E00004643","E00004643","Total",186,0,95,60,12,13,6
"2011","E00004645","E00004645","Total",111,3,73,34,1,0,0
"2011","E00004623","E00004623","Total",151,2,45,51,44,4,5
"2011","E00004624","E00004624","Total",120,0,16,49,36,11,8
"2011","E00004629","E00004629","Total",117,3,44,43,19,7,1
"2011","E00004631","E00004631","Total",130,0,67,19,30,12,2
"2011","E00004634","E00004634","Total",145,3,53,62,14,11,2
"2011","E00004638","E00004638","Total",158,3,53,77,22,2,1
"2011","E00004625","E00004625","Total",172,0,85,65,16,2,4
"2011","E00004626","E00004626","Total",235,10,156,57,4,8,0
"2011","E00004627","E00004627","Total",98,0,59,22,15,1,1
"2011","E00004633","E00004633","Total",102,2,43,18,17,22,0
"2011","E00004641","E00004641","Total",125,1,16,52,37,17,2
"2011","E00004628","E00004628","Total",91,1,28,61,1,0,0
"2011","E00004630","E00004630","Total",104,4,44,29,22,2,3
"2011","E00004632","E00004632","Total",95,0,35,57,2,1,0
"2011","E00004635","E00004635","Total",125,1,54,39,31,0,0
"2011","E00004636","E00004636","Total",113,1,40,43,23,5,1
"2011","E00004639","E00004639","Total",96,1,39,46,8,2,0
"2011","E00004203","E00004203","Total",164,1,67,47,30,11,8
"2011","E00004205","E00004205","Total",145,1,40,40,30,26,8
"2011","E00004225","E00004225","Total",195,5,89,69,19,6,7
"2011","E00004235","E00004235","Total",163,1,71,62,17,10,2
"2011","E00004681","E00004681","Total",133,0,51,47,17,7,11
"2011","E00004687","E00004687","Total",116,0,35,14,21,24,22
"2011","E00004690","E00004690","Total",109,2,11,59,29,8,0
"2011","E00004699","E00004699","Total",69,0,32,20,11,5,1
"2011","E00004701","E00004701","Total",147,2,75,41,12,12,5
"2011","E00004714","E00004714","Total",141,6,37,66,28,3,1
"2011","E00004704","E00004704","Total",162,1,73,39,31,13,5
"2011","E00004706","E00004706","Total",198,4,102,48,28,13,3
"2011","E00004707","E00004707","Total",228,4,129,51,27,10,7
"2011","E00004709","E00004709","Total",152,0,28,65,40,17,2
"2011","E00004710","E00004710","Total",131,0,52,30,36,10,3
"2011","E00004702","E00004702","Total",125,1,61,58,4,1,0
"2011","E00004703","E00004703","Total",143,2,57,54,23,7,0
"2011","E00004705","E00004705","Total",161,2,60,59,21,13,6
"2011","E00004708","E00004708","Total",118,0,76,21,16,3,2
"2011","E00004711","E00004711","Total",142,1,40,73,19,6,3
"2011","E00004712","E00004712","Total",157,2,49,23,35,29,19
"2011","E00004749","E00004749","Total",178,4,41,44,52,34,3
"2011","E00004752","E00004752","Total",127,0,13,72,32,9,1
"2011","E00004753","E00004753","Total",125,2,34,37,44,6,2
"2011","E00004754","E00004754","Total",134,0,50,52,24,7,1
"2011","E00004755","E00004755","Total",111,1,58,20,28,3,1
"2011","E00004723","E00004723","Total",114,0,49,32,14,17,2
"2011","E00004734","E00004734","Total",109,0,10,36,52,11,0
"2011","E00004744","E00004744","Total",126,2,39,24,33,23,5
"2011","E00004751","E00004751","Total",147,1,83,39,13,9,2
"2011","E00004763","E00004763","Total",110,1,69,35,5,0,0
"2011","E00004765","E00004765","Total",102,0,53,37,10,2,0
"2011","E00004725","E00004725","Total",126,1,3,76,43,3,0
"2011","E00004756","E00004756","Total",112,1,48,47,14,2,0
"2011","E00004757","E00004757","Total",116,0,2,79,30,3,2
"2011","E00004758","E00004758","Total",80,0,4,70,4,1,1
"2011","E00004759","E00004759","Total",104,0,56,37,8,3,0
"2011","E00004760","E00004760","Total",104,1,59,35,9,0,0
"2011","E00004726","E00004726","Total",117,2,58,39,14,4,0
"2011","E00004729","E00004729","Total",101,1,32,44,18,4,2
"2011","E00004730","E00004730","Total",77,0,26,28,22,0,1
"2011","E00004761","E00004761","Total",136,0,59,43,26,8,0
"2011","E00004762","E00004762","Total",133,4,64,27,25,6,7
"2011","E00004764","E00004764","Total",93,0,33,13,32,10,5
"2011","E00004724","E00004724","Total",126,0,51,47,18,5,5
"2011","E00004727","E00004727","Total",125,1,44,36,33,7,4
"2011","E00004728","E00004728","Total",199,1,67,73,33,15,10
"2011","E00004731","E00004731","Total",158,2,60,70,21,4,1
"2011","E00004691","E00004691","Total",151,2,26,22,26,53,22
"2011","E00004692","E00004692","Total",141,2,43,12,56,21,7
"2011","E00004693","E00004693","Total",138,0,37,40,52,7,2
"2011","E00004696","E00004696","Total",126,3,37,51,27,6,2
"2011","E00004700","E00004700","Total",111,2,31,23,36,16,3
"2011","E00004694","E00004694","Total",108,1,53,23,18,9,4
"2011","E00004695","E00004695","Total",179,1,67,42,42,16,11
"2011","E00004697","E00004697","Total",135,1,64,38,19,9,4
"2011","E00174654","E00174654","Total",98,0,16,43,28,10,1
"2011","E00174680","E00174680","Total",91,0,28,39,17,6,1
"2011","E00004684","E00004684","Total",132,0,58,32,34,7,1
"2011","E00004713","E00004713","Total",93,0,48,30,15,0,0
"2011","E00004715","E00004715","Total",145,0,81,55,8,1,0
"2011","E00004717","E00004717","Total",72,0,28,22,10,10,2
"2011","E00004719","E00004719","Total",179,2,65,68,35,9,0
"2011","E00004720","E00004720","Total",118,2,63,32,20,0,1
"2011","E00004682","E00004682","Total",64,0,15,32,15,2,0
"2011","E00004716","E00004716","Total",127,0,43,60,19,4,1
"2011","E00004718","E00004718","Total",119,2,52,32,25,5,3
"2011","E00004721","E00004721","Total",133,6,50,38,26,11,2
"2011","E00004722","E00004722","Total",107,0,29,45,20,13,0
"2011","E00004683","E00004683","Total",68,0,29,13,16,10,0
"2011","E00004685","E00004685","Total",122,1,34,43,26,17,1
"2011","E00004686","E00004686","Total",123,0,22,73,19,8,1
"2011","E00004688","E00004688","Total",174,2,73,67,28,3,1
"2011","E00004689","E00004689","Total",116,1,11,59,35,8,2
"2011","E00004651","E00004651","Total",106,2,99,5,0,0,0
"2011","E00004655","E00004655","Total",125,2,43,37,22,14,7
"2011","E00004671","E00004671","Total",170,0,43,64,41,20,2
"2011","E00174660","E00174660","Total",51,0,7,20,21,2,1
"2011","E00174661","E00174661","Total",84,0,22,28,20,10,4
"2011","E00004647","E00004647","Total",168,2,87,51,20,4,4
"2011","E00004659","E00004659","Total",165,0,95,35,23,9,3
"2011","E00004660","E00004660","Total",128,0,40,36,42,5,5
"2011","E00004661","E00004661","Total",129,0,73,36,10,6,4
"2011","E00004664","E00004664","Total",147,1,55,45,25,17,4
"2011","E00004658","E00004658","Total",114,1,21,54,33,4,1
"2011","E00004663","E00004663","Total",118,4,26,46,19,20,3
"2011","E00004669","E00004669","Total",105,1,36,17,42,8,1
"2011","E00004670","E00004670","Total",109,0,54,30,24,1,0
"2011","E00004656","E00004656","Total",233,5,164,51,9,2,2
"2011","E00004668","E00004668","Total",84,1,31,34,13,5,0
"2011","E00004675","E00004675","Total",105,0,45,40,16,2,2
"2011","E00004677","E00004677","Total",112,0,25,29,49,6,3
"2011","E00004175","E00004175","Total",128,1,71,47,7,1,1
"2011","E00004179","E00004179","Total",190,2,91,95,1,1,0
"2011","E00004180","E00004180","Total",128,0,53,42,26,6,1
"2011","E00004181","E00004181","Total",212,3,112,91,5,0,1
"2011","E00004182","E00004182","Total",76,1,42,14,15,3,1
"2011","E00004183","E00004183","Total",106,6,48,42,9,1,0
"2011","E00004653","E00004653","Total",113,2,82,26,3,0,0
"2011","E00004654","E00004654","Total",100,1,84,13,2,0,0
"2011","E00004678","E00004678","Total",127,1,52,34,23,11,6
"2011","E00174665","E00174665","Total",113,1,50,39,21,1,1
"2011","E00174679","E00174679","Total",49,1,42,6,0,0,0
"2011","E00004646","E00004646","Total",110,0,46,46,16,2,0
"2011","E00004665","E00004665","Total",117,0,61,28,19,8,1
"2011","E00004673","E00004673","Total",126,1,54,59,11,1,0
"2011","E00004674","E00004674","Total",102,2,45,30,21,1,3
"2011","E00004679","E00004679","Total",102,0,81,11,10,0,0
"2011","E00004662","E00004662","Total",144,0,98,39,2,1,4
"2011","E00004666","E00004666","Total",178,7,127,35,6,2,1
"2011","E00004667","E00004667","Total",126,0,54,57,14,1,0
"2011","E00004672","E00004672","Total",120,0,54,42,22,2,0
"2011","E00004676","E00004676","Total",118,0,71,35,11,1,0
"2011","E00004649","E00004649","Total",129,1,69,45,8,3,3
"2011","E00004650","E00004650","Total",208,9,132,43,24,0,0
"2011","E00004652","E00004652","Total",133,0,80,41,8,4,0
"2011","E00004680","E00004680","Total",126,2,81,30,8,2,3
"2011","E00004172","E00004172","Total",148,2,96,40,8,2,0
"2011","E00004193","E00004193","Total",119,3,44,45,14,5,8
"2011","E00004195","E00004195","Total",133,2,40,55,25,6,5
"2011","E00004196","E00004196","Total",101,0,16,57,14,10,4
"2011","E00004199","E00004199","Total",163,0,89,47,24,2,1
"2011","E00004187","E00004187","Total",226,2,87,87,33,9,8
"2011","E00004194","E00004194","Total",144,1,79,39,19,4,2
"2011","E00004198","E00004198","Total",182,4,84,57,28,5,4
"2011","E00004200","E00004200","Total",136,0,87,26,11,3,9
"2011","E00174650","E00174650","Total",92,0,59,29,4,0,0
"2011","E00174651","E00174651","Total",81,0,40,20,13,8,0
"2011","E00004173","E00004173","Total",127,6,80,33,7,0,1
"2011","E00004177","E00004177","Total",74,1,59,11,1,1,1
"2011","E00004184","E00004184","Total",112,1,49,47,12,3,0
"2011","E00174655","E00174655","Total",160,3,51,82,22,1,1
"2011","E00174676","E00174676","Total",152,7,108,33,0,2,2
"2011","E00004174","E00004174","Total",131,2,72,34,19,0,4
"2011","E00004185","E00004185","Total",171,2,80,32,40,12,5
"2011","E00004188","E00004188","Total",109,1,67,36,5,0,0
"2011","E00004189","E00004189","Total",118,0,31,57,29,1,0
"2011","E00174652","E00174652","Total",84,3,18,54,5,4,0
"2011","E00174653","E00174653","Total",105,1,17,23,25,22,17
"2011","E00004544","E00004544","Total",98,0,14,49,29,6,0
"2011","E00004548","E00004548","Total",138,3,75,42,10,4,4
"2011","E00004550","E00004550","Total",146,6,40,53,42,2,3
"2011","E00004552","E00004552","Total",126,0,27,46,49,4,0
"2011","E00004555","E00004555","Total",127,0,39,61,23,4,0
"2011","E00004534","E00004534","Total",114,0,59,38,16,0,1
"2011","E00004536","E00004536","Total",138,4,69,51,13,0,1
"2011","E00004539","E00004539","Total",79,2,46,21,9,0,1
"2011","E00004542","E00004542","Total",178,0,72,89,14,3,0
"2011","E00004547","E00004547","Total",164,2,55,63,38,3,3
"2011","E00004551","E00004551","Total",208,2,84,75,36,11,0
"2011","E00004520","E00004520","Total",140,0,98,20,19,2,1
"2011","E00004538","E00004538","Total",103,0,55,27,15,6,0
"2011","E00004541","E00004541","Total",113,2,66,32,9,4,0
"2011","E00004545","E00004545","Total",199,4,77,91,26,1,0
"2011","E00004549","E00004549","Total",124,2,42,58,19,3,0
"2011","E00004553","E00004553","Total",113,2,40,45,22,4,0
"2011","E00004557","E00004557","Total",121,0,117,4,0,0,0
"2011","E00004531","E00004531","Total",119,0,40,63,13,2,1
"2011","E00004532","E00004532","Total",168,2,83,43,22,8,10
"2011","E00004537","E00004537","Total",85,0,37,25,18,2,3
"2011","E00004540","E00004540","Total",156,0,57,59,30,9,1
"2011","E00004543","E00004543","Total",126,2,67,40,15,2,0
"2011","E00174671","E00174671","Total",87,1,32,30,19,3,2
"2011","E00174674","E00174674","Total",88,0,46,31,9,1,1
"2011","E00174675","E00174675","Total",117,0,46,34,23,10,4
"2011","E00004169","E00004169","Total",149,1,47,74,23,1,3
"2011","E00004190","E00004190","Total",384,41,336,4,2,0,1
"2011","E00004197","E00004197","Total",116,1,33,38,31,11,2
"2011","E00174659","E00174659","Total",161,1,80,44,34,1,1
"2011","E00174662","E00174662","Total",90,3,67,12,6,1,1
"2011","E00174663","E00174663","Total",111,1,69,23,5,2,11
"2011","E00174664","E00174664","Total",100,1,72,10,4,1,12
"2011","E00004521","E00004521","Total",127,0,29,60,23,13,2
"2011","E00004524","E00004524","Total",216,1,87,78,42,5,3
"2011","E00004535","E00004535","Total",124,4,70,41,6,2,1
"2011","E00004546","E00004546","Total",143,2,77,57,4,2,1
"2011","E00004554","E00004554","Total",217,0,77,97,37,5,1
"2011","E00004556","E00004556","Total",143,1,66,45,14,16,1
"2011","E00004525","E00004525","Total",119,2,46,41,23,4,3
"2011","E00004527","E00004527","Total",102,1,75,15,6,2,3
"2011","E00004528","E00004528","Total",170,4,100,50,14,0,2
"2011","E00004558","E00004558","Total",142,1,48,63,25,5,0
"2011","E00004559","E00004559","Total",153,5,55,44,33,13,3
"2011","E00004560","E00004560","Total",121,0,81,24,10,6,0
"2011","E00004561","E00004561","Total",128,0,80,27,9,3,9
"2011","E00004522","E00004522","Total",117,0,48,50,15,3,1
"2011","E00004523","E00004523","Total",244,1,113,71,47,11,1
"2011","E00004526","E00004526","Total",125,0,62,29,26,8,0
"2011","E00004529","E00004529","Total",207,0,89,72,36,8,2
"2011","E00004530","E00004530","Total",141,3,76,38,22,1,1
"2011","E00000001","E00000001","Total",99,1,5,23,68,2,0
"2011","E00000003","E00000003","Total",112,0,6,13,54,38,1
"2011","E00000005","E00000005","Total",217,1,137,68,9,1,1
"2011","E00000007","E00000007","Total",83,0,35,42,6,0,0
"2011","E00166756","E00166756","Total",158,9,108,38,3,0,0
"2011","E00166758","E00166758","Total",207,1,125,66,15,0,0
"2011","E00000016","E00000016","Total",182,0,120,54,7,0,1
"2011","E00000017","E00000017","Total",142,2,22,26,51,40,1
"2011","E00000018","E00000018","Total",122,0,67,26,11,17,1
"2011","E00000019","E00000019","Total",85,0,41,40,2,2,0
"2011","E00000020","E00000020","Total",126,0,56,57,13,0,0
"2011","E00000021","E00000021","Total",173,0,96,71,3,3,0
"2011","E00000010","E00000010","Total",78,3,70,3,1,0,1
"2011","E00000012","E00000012","Total",137,0,117,15,5,0,0
"2011","E00000013","E00000013","Total",96,5,68,22,1,0,0
"2011","E00000014","E00000014","Total",132,13,114,4,0,0,1
"2011","E00000022","E00000022","Total",110,1,10,80,18,1,0
